"id","urlTweet","contentTweet","imageTweet","tweetDate","commentTweet","reTweet","quoteTweet","heartTweet"
"69","https://nitter.net/iAmAi_NFT/status/1676577677761826818#m","Discover the beauty of our #AncientGoddessNFT Collection! 🔱👑🌟

Each portrait is a unique piece of AI art that captures the essence of these powerful goddesses. 🎨

Get your hands on one of these stunning NFTs today! #AncientGoddess #portrait #AIArt #NFT #OpenSeaNFT #ethereum","","05/07/2023","9","74","4","348"
"70","https://nitter.net/disgova/status/1738346536323682814#m","みんなでスターを育てよう！私のキャラクターは「青 海里紗」というよ！                         
Let me introduce you to my lovely virtual idol from #CityPopTOKYO #NFT #0233 #青海里紗 city-pop.tokyo/training/233
👇City POP Tokyo Collection.
opensea.io/collection/citypo…","https://nitter.net/pic/orig/media%2FGB_YkbrbwAAN30T.jpg","22/12/2023","2","3","","2"
"71","https://nitter.net/NFDevils/status/1738167506928345299#m","On the 22nd day of #Christmas the Devils gave to me, a @SecretBullsNFT #NFT

✅ Follow @NFDevils, @Nate_NFD and @SheDevilsNFT
✅ Like and Repost
✅ Tag 3 Friends
✅ 24h

👏 Give our Catalyst proposal some kudos
cardano.ideascale.com/c/idea…

#CNFTgiveaway #GiveawayAlert #Giveaway #ADA","https://nitter.net/pic/orig/media%2FGBmFI9dbwAAlyG5.jpg","22/12/2023","104","123","","126"
"72","https://nitter.net/NFT_Origins/status/1738166532717281695#m","🚨#CNFTGiveaways🚨

In collaboration with Anpu, I am giving away

Price:
🏆 1x Relic of Anpu Pass🎟️

Simply
☑️Follow @anpu_token & @NFT_Origins
☑️❤️& 🔁
☑️Tag 3 👥

⏱️48H
#CardanoNFT #NFT #NFTs #CNFT #ADA 
#NFTCommunity #NFTGiveaways #Cardano","https://nitter.net/pic/orig/media%2FGB80ppqWoAAFMpr.jpg","22/12/2023","234","247","","246"
"73","https://nitter.net/iAmAi_NFT/status/1720378629530833028#m","#Luzviminda is the muse of many artists, the inspiration of countless poems, the dream of every lover. She is the face of beauty, the embodiment of grace, the essence of elegance. She is the #NFT collection you can't miss.

@rarible
#ethereum #portrait 
rarible.com/iTnkD4iAm","","03/11/2023","12","42","2","131"
"74","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","510","458","6","518"
"75","https://nitter.net/iAmAi_NFT/status/1676577677761826818#m","Discover the beauty of our #AncientGoddessNFT Collection! 🔱👑🌟

Each portrait is a unique piece of AI art that captures the essence of these powerful goddesses. 🎨

Get your hands on one of these stunning NFTs today! #AncientGoddess #portrait #AIArt #NFT #OpenSeaNFT #ethereum","","05/07/2023","9","74","4","348"
"76","https://nitter.net/socmedbykall1/status/1738402585969910138#m","TIKTOK ACCOUNT FOR SALE !!

— can live
— can open shop
— can affiliate
— organic / not boost
— suitable for all contents

📌 LF lf client wts wtb lfb ph based booster boosting boost retweets subs followers reacts  #ratszone #zonauang #NFTCommunity #NFT twitch discord","https://nitter.net/pic/orig/media%2FGCAL75IaUAEGnAb.jpg","23/12/2023","1","","",""
"77","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","510","458","6","518"
"78","https://nitter.net/shokoh1458665/status/1738402535864500384#m","🍁Sold in primary and secondary market🍁
🍁Collected by dears
@halimaraheimi
@ndgh68 @mehdimrsy98 @honaremahsa @nillgraphic @Omid_Mortezaei @hooshmandart 
🍁Thank you dears and I wish you the best 🍁 
🍁Link:🔗objkt.com/asset/KT1Fe1uZnTfe…
#rozbeh_95_art #nft #soheilaahmadi","https://nitter.net/pic/orig/media%2FGCAL3stXIAAi-cg.jpg","23/12/2023","1","1","","2"
"79","https://nitter.net/BattleCatsSOL/status/1738395604617744498#m","The Battle Cats will soon awaken in the next 24 hours 🐈‍⬛🐾

Are you prepared to maintain the balance between light and shadow in Panthera 🐈‍⬛

Next tweet will contain mint link to secure a Battle Cat 🐾

Turn Notifications on 🔔

#stealthmint #NFTGiveaways #NFT #nftart","https://nitter.net/pic/orig/media%2FGB_y1V6XoAAH9lE.jpg","23/12/2023","42","40","1","44"
"80","https://nitter.net/socialgames_com/status/1735620717134143966#m","🚨 SPOILER ALERT

First view of the SPA 🥳

Your Hero #nft needs to relax & recover the vitality 😌

You like it?

#Web3 #Web3gaming #spa #videogames","","15/12/2023","3","18","","28"
"81","https://nitter.net/Long__Short/status/1737843412836204637#m","#Bitcoin #BTC Fails to Break the $44k Resistance 
Stay safe Dump on the way
#Crypto #NFT #LUNC #ETH #BNB #SOL #Solana #AVAX $XRP","","21/12/2023","14","3","","19"
"82","https://nitter.net/towersquads/status/1738362352087839076#m","🦒Tower Friends
🧧Red Packet Giveaway

🏆Dragon Boi

📅48hrs Reveal
🎁72 out of 100 Winners
#loopring #redpacket #lrc #nft","https://nitter.net/pic/orig/media%2FGB_m5kXa8AApzNE.png","23/12/2023","1","4","1","7"
"83","https://nitter.net/SpArtistEbizo/status/1738384019228910069#m","Ebizo - SP 213

This is a new project of @ArtistEbizo on my Opensea's account: EBIZO_CIRULAR,  1/1 Edition, Polygon blockchain for just 0.05 ETH 

@opensea @Foundation @NftLeverage #OpenSeaNFT #NFTs #NFTCommunity #NFTartist #nftcollector #nftart #nftcollectors #nft","https://nitter.net/pic/orig/media%2FGB_7DX7bwAAMtmE.jpg","23/12/2023","","5","","19"
"84","https://nitter.net/JackHonda/status/1738402422350041516#m","Mikki Gazzo Empowered Decentralized Identities #DIDs #NFT","","23/12/2023","","","",""
"85","https://nitter.net/Qusten468478/status/1738402410467594567#m","📢BTK NFT盲盒公售正在火熱進行中！ 
🔥你絕對不能錯過這個數字世界的多元化體驗！ 💥

🚪點擊連結👉nft.bitlinkex.com，立即開啟你的數字之旅！ 

只需要連接你的#Ethereum錢包並簽名，就能參與！ 

現在就鑄造屬於你的BTK NFT盲盒吧！ 早鳥價格只要10,000BTK/每盲盒！ 🤑

#BTK #NFT","","23/12/2023","","","",""
"86","https://nitter.net/pioupioucy_eth/status/1738308115341197340#m","🚀 イノベーションと冒険の世界に飛び込もう Namada 🌐

✨ $Namada トークンのプレセールがフルスイング中ですので、rpgfdropnamada.net で NAM トークンを確保しましょう。この旅の一部になる絶好のチャンスを逃さないでください！ 💰🌟

#Namada #NFT #ETH #privacy #Web3📷 #NFTCommuntiy","https://nitter.net/pic/orig/media%2FGB-12OWWgAAXByh.png","22/12/2023","1","8","","8"
"87","https://nitter.net/ZooVerseFriends/status/1738199487729078430#m","🎉Airdrop Giveaway🎉
Zooverse 🤝 Homeety

2 Hompass Airdrop

1️⃣ Follow: @ZooVerseNFT + @Homeety + @darrennft4697
2️⃣ Like + RT
3️⃣ join our Zealy challenge: zealy.io/c/homeety/invite/e2…

24 Hours

#NFT #NFTs #NFTCommunity #Giveaway #ETH #Airdrops","https://nitter.net/pic/orig/media%2FGB9TFCsaMAAAwLQ.jpg","22/12/2023","7","11","","16"
"88","https://nitter.net/pioupioucy_eth/status/1738307724968898590#m","🚀 Dive into the world of innovation and adventure with Namada 🌐

✨ Secure your NAM tokens now at rpgfdropnamada.net while the pre-sale of $Namada tokens is in full swing. Don't miss out on this unique opportunity to be part of the journey! 💰🌟

#Namada #NFT #ETH #privacy #Web3 #NFTCommuntiy","https://nitter.net/pic/orig/media%2FGB-1pfLXIAEFkLh.png","22/12/2023","1","7","","7"
"89","https://nitter.net/WackyPupz/status/1738364092174172553#m","5x 10,000 $WACKY GIVEAWAY

1⃣ Follow @WackyPupz + WL
2⃣ Like + RT
3⃣ Tag Friends
4⃣ Join: Discord.gg/WACKED

⏳24H
$Sol #Solana #NFT #Airdrop","","23/12/2023","108","120","2","145"
"90","https://nitter.net/Brian1030177096/status/1738402362610295284#m","Check this Link to win more #NFT Reward\ud83d\udc49
Double Quests Double Bonus \ud83d\ude3b\ud83d\ude3b x.com/MyWeb3Pass/status/1737… @crypto2506 @KgatleLesego @zsl920812","","23/12/2023","","","",""
"91","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","511","458","6","518"
"92","https://nitter.net/THEREALESMITTY/status/1734737934056669579#m","Where my #NFT Whales at??? I'm selling the instrumental to one of my Biggest Hit Records for 50,000 $XRP or 1,000 $BSV!!! Get At Me!!!","","13/12/2023","3","179","2","421"
"93","https://nitter.net/manicaofblue/status/1738318495149158488#m","おはようございます！Good morning! 

#winterparty2023

Instagram  instagram.com/manicaofblue11…

#horse #horseriding #horseshoe #horsepower #equestrian #equine #dressage #dresssagehorse #dressagerider #dressagepony #horsetacks #馬 #乗馬 #nft #nftartist #winter #party","https://nitter.net/pic/orig/media%2FGB99Y79bMAIdG3F.jpg","22/12/2023","7","9","1","27"
"94","https://nitter.net/NFT_Origins/status/1738166532717281695#m","🚨#CNFTGiveaways🚨

In collaboration with Anpu, I am giving away

Price:
🏆 1x Relic of Anpu Pass🎟️

Simply
☑️Follow @anpu_token & @NFT_Origins
☑️❤️& 🔁
☑️Tag 3 👥

⏱️48H
#CardanoNFT #NFT #NFTs #CNFT #ADA 
#NFTCommunity #NFTGiveaways #Cardano","https://nitter.net/pic/orig/media%2FGB80ppqWoAAFMpr.jpg","22/12/2023","234","247","","246"
"95","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","511","458","6","519"
"96","https://nitter.net/MyWeb3Pass/status/1737829893487079891#m","🔔🔔🔔Wow 🥳🥳🥳
A new way to Grab #NFT & Win #Token Reward
#FCFC First Come First Claim
#Tag your friends & hurry up ! 
myweb3pass.com/en/tasks/6583…","","21/12/2023","3","361","363","364"
"97","https://nitter.net/BitcoinsEarth/status/1738402098264392057#m","""All right, GM my #NFTDegen friends.  This one's for you. A little Christmas Carol for all you 🌲#NFTCommunity  Degen's out there that supported this channel throughout the year.  Merry NFT Christmas! #AI #SUNO #SunoAI #Web3 #Bitcoin #NFT #Grok #X #MidjourneyV6 #CoPilot

[Verse]
Alright, listen up NFT Degen's, let's go!
You've been with me on this wild ride, don't ya know? (oh yeah)
From Twitter X to the moon and back again
We're trolling every day, causing chaos and mayhem (NFT!)

[Chorus]
NFT, NFT, all the way (what?)
Oh, what fun it is to troll, every single day (hey!)
BITCOIN, film, MITCH, we're rocking the scene
So raise your glasses high, let's keep the energy lean (oh yeah, NFT!)","","23/12/2023","2","","",""
"98","https://nitter.net/Curionic/status/1738400203152015560#m","Gotta get in on this 

#giveaway #solana $SOL #NFT","","23/12/2023","2","3","","5"
"99","https://nitter.net/ElectraNation/status/1383753217343823880#m","Art on the internet is the hottest thing: Now, let's get those artists rewarded! The @ElectraProtocol #xep⚡ team has organized a contest so you can show yours skills and win crypto!
Join us! 
#nft #defi #xep #xvg
#btc #bnb #uni🦄
#eth🔹  #oxt🌸  #link🔗","https://nitter.net/pic/orig/media%2FEzQUN54VIAQP5FN.jpg","18/04/2021","1","18","","33"
"100","https://nitter.net/trustwallet_ru/status/1737507040493465965#m","🎉 Встречайте Новый год вместе с Trust Wallet CНГ и @cryptonxyz! Откройте таинственную коробку #NFT, чтобы отпраздновать!

🎁 Кроме того, мы разыгрываем 10 лимитированных новогодних #Web3 свитеров среди тех, кто получил уникальные NFT!

Правила:
💙 Лайк и репост
❄️ Подписка на @trustwallet_ru
💙 Присоединиться к t.me/trustwallet_ru и t.me/crypton_off
❄️ Получите с помощью #TrustWallet 👇
galxe.com/trustwallet/campai…","https://nitter.net/pic/orig/media%2FGBzdFWSa4AAYQzn.jpg","20/12/2023","125","3,066","17","3,202"
"101","https://nitter.net/Vabeachman111/status/1738402080585379898#m","#NFT","","23/12/2023","","","",""
"102","https://nitter.net/Minako_Chan2099/status/1737743745473454570#m","Minako
@exchgART

Link exchange.art/single/4D2TeVPH… 

#NFTCommunitys #nftcollectors #Solana #SOL #NFTTHAILAND #exchgART #NFT","https://nitter.net/pic/orig/media%2FGB20tGBa8AAPl20.jpg","21/12/2023","3","7","","15"
"103","https://nitter.net/RichardFor46645/status/1738402018786472250#m","Check this Link to win more #NFT Reward\ud83d\udc49
Double Quests Double Bonus \ud83d\ude3b\ud83d\ude3b x.com/MyWeb3Pass/status/1737… @lili75815451 @CartaDAO @ThuoiaC","","23/12/2023","","","",""
"104","https://nitter.net/Hippo_Realm/status/1738128059151401236#m","🚀 Big News Incoming🌟
Get ready for a thrilling surprise in Hippo Swap! Drop your wallet now to be among the first to unlock the excitement! 🦛

🎉Comment ""YES"" to claim a surprise gift from us 
#NFT #airdrop #Hippo #Hipposwap","https://nitter.net/pic/orig/media%2FGB8SOs2bwAA-FMP.jpg","22/12/2023","223","116","","160"
"105","https://nitter.net/punk1685/status/1738277307683668091#m","I want to change not 1 but 2 life's & send them this @okaybears (25 $SOL)

Must Follow, Retweet and comment “#NFT”
 I will pick a winner in 24hrs 

Merry Christmas, GOOD LUCK 🎅

Alpha call- I m pretty bullish on @jifonsol presale. it's public presale so don't miss","https://nitter.net/pic/orig/media%2FGB-Z_1rbMAQxvlK.jpg","22/12/2023","390","375","5","398"
"106","https://nitter.net/TAKESHI800/status/1738401937832505359#m","皆みたいに1,000枚、2,000枚とか作れないけど。
少しずつ。
opensea.io/collection/popunk…
#NFT #OpenSeaNFT #NFTArts","https://nitter.net/pic/orig/media%2FGCAJU10boAAa926.jpg","23/12/2023","","","","2"
"107","https://nitter.net/NFDevils/status/1738167506928345299#m","On the 22nd day of #Christmas the Devils gave to me, a @SecretBullsNFT #NFT

✅ Follow @NFDevils, @Nate_NFD and @SheDevilsNFT
✅ Like and Repost
✅ Tag 3 Friends
✅ 24h

👏 Give our Catalyst proposal some kudos
cardano.ideascale.com/c/idea…

#CNFTgiveaway #GiveawayAlert #Giveaway #ADA","https://nitter.net/pic/orig/media%2FGBmFI9dbwAAlyG5.jpg","22/12/2023","104","123","","126"
"108","https://nitter.net/CnftGuide/status/1738203768926118125#m","ADA+NFT #Giveaway

Prize:
🏆10 #ADA
🏆3x WL

Rules
💰Follow @TenK_ada 
💰❤️+RT
💰Tag 3 friends 

24H⏰

#CNFTGiveaway #NFTCommunity #NFTartist #nftart #Cardano #CNFT #CNFTCommunity #NFTGiveaway #NFT","https://nitter.net/pic/orig/media%2FGB9XHXjWgAAIRRz.jpg","22/12/2023","132","175","","182"
"109","https://nitter.net/MusaApeClub/status/1738360660462067926#m","We are giving away 2 CreamTub NFT for the upcoming game by @CreamiesNFT .

Follow @CreamiesNFT & @MusaApeClub 
Tag 3 frens 
Like and RT
Winner in 12 hours. 
#hbar 
#nft #hedera","https://nitter.net/pic/orig/media%2FGB_lzqyb0AEidGV.jpg","23/12/2023","12","14","","20"
"110","https://nitter.net/NFTsRadar/status/1738089112987705646#m","🥳 Solana Giveaway 🎉

  1 $SOL ( 100$ ) 
  1 Winners 🏆

 Follow @NFTsRadar
 Like Retweet
 Tag 1 Friend (24h ⏰)
 #Solana #Sol #Airdrop #NFT #solmap #SolanaCommunity","https://nitter.net/pic/orig/media%2FGB7u1l0WYAAjdZI.jpg","22/12/2023","883","1,089","6","1,033"
"111","https://nitter.net/pioupioucy_eth/status/1738308115341197340#m","🚀 イノベーションと冒険の世界に飛び込もう Namada 🌐

✨ $Namada トークンのプレセールがフルスイング中ですので、rpgfdropnamada.net で NAM トークンを確保しましょう。この旅の一部になる絶好のチャンスを逃さないでください！ 💰🌟

#Namada #NFT #ETH #privacy #Web3📷 #NFTCommuntiy","https://nitter.net/pic/orig/media%2FGB-12OWWgAAXByh.png","22/12/2023","1","8","","8"
"112","https://nitter.net/pioupioucy_eth/status/1738307724968898590#m","🚀 Dive into the world of innovation and adventure with Namada 🌐

✨ Secure your NAM tokens now at rpgfdropnamada.net while the pre-sale of $Namada tokens is in full swing. Don't miss out on this unique opportunity to be part of the journey! 💰🌟

#Namada #NFT #ETH #privacy #Web3 #NFTCommuntiy","https://nitter.net/pic/orig/media%2FGB-1pfLXIAEFkLh.png","22/12/2023","1","7","","7"
"113","https://nitter.net/NFTMuseum0/status/1738093595427754261#m","🎉🎁GIVEAWAY🎁🎉

2000 SGB to once lucky person 

Follow @Sneaky_labs & Me
Like & Retweet 
Tag 3 people or  ur fav sgb/flr influencer 
Join Discord discord.com/invite/99j4F6tR

Mint is on 28th December songbird network .

#SGB #FLARE #NFT #FLR #XRP","","22/12/2023","190","217","","194"
"114","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","511","459","6","520"
"115","https://nitter.net/NFTsRadar/status/1738096620917739557#m","Giveaway $WIF token

445 $WIF (~120 USDC) 1 Winners 🏆

1) Follows @NFTsRadar
2) Likes + Retweets this tweet
3) Tags 3 friends

Giveaway ends in 48 hours.

#WIF #Giveaway #Airdrops #Analos #NFT #POPCAT","https://nitter.net/pic/orig/media%2FGB71qm4WUAcNMgL.jpg","22/12/2023","384","451","1","441"
"116","https://nitter.net/WillConlon/status/1738401793762050230#m","""Angel's Landing""

The snow provides a soft landing. There's work to do. And so the Angel arrives and begins.

Hand drawn in Procreate. No AI used.

7 $XTZ

objkt.com/asset/KT1TSvFwgRo8…

#NFT #NFTs #NFTdrop #Willco #Williverse","https://nitter.net/pic/orig/media%2FGBhR4DFWwAA9ki-.jpg","23/12/2023","1","","","1"
"117","https://nitter.net/MyWeb3Pass/status/1737829893487079891#m","🔔🔔🔔Wow 🥳🥳🥳
A new way to Grab #NFT & Win #Token Reward
#FCFC First Come First Claim
#Tag your friends & hurry up ! 
myweb3pass.com/en/tasks/6583…","","21/12/2023","3","361","364","365"
"118","https://nitter.net/WackyPupz/status/1738364092174172553#m","5x 10,000 $WACKY GIVEAWAY

1⃣ Follow @WackyPupz + WL
2⃣ Like + RT
3⃣ Tag Friends
4⃣ Join: Discord.gg/WACKED

⏳24H
$Sol #Solana #NFT #Airdrop","","23/12/2023","108","120","2","145"
"119","https://nitter.net/bowwowaliendogs/status/1738401730088599657#m","【ゾンビわんわん🐶】

Bow-wow #0007
Zombie Bow-wow

opensea.io/assets/ethereum/0…

#NFT #NFTCommunity #NFTdrops #nftart

2023/12/23 12:30","","23/12/2023","","","",""
"120","https://nitter.net/heroldraphael/status/1738401723855896944#m","@Playermons #NFT #Win2Earn
#NFT
#WINTOEARN
@BearBra93393722 
@giataybayani 
Let's go guy! LFG 🔥🔥🔥","https://nitter.net/pic/orig/media%2FGCALJ8Pa4AA4F8o.jpg","23/12/2023","","","","1"
"121","https://nitter.net/mdrakib720284/status/1738401670399402158#m","📢BTK NFT盲盒公售正在火熱進行中！ 
🔥你絕對不能錯過這個數字世界的多元化體驗！ 💥

🚪點擊連結👉nft.bitlinkex.com，立即開啟你的數字之旅！ 

只需要連接你的#Ethereum錢包並簽名，就能參與！ 

現在就鑄造屬於你的BTK NFT盲盒吧！ 早鳥價格只要10,000BTK/每盲盒！ 🤑

#BTK #NFT","","23/12/2023","1","","",""
"122","https://nitter.net/GreeverOfficial/status/1738194882987282749#m","🚙Simple Install, Simple Join_Normal Mode(free mode)

Invite your friends and get more leaves🌿

GREEVER App Download
iOS apps.apple.com/app/greever/i…

Android play.google.com/store/apps/d…

#greever #d2e #DriveToEarn #NFT #application #web3 #blockchain","https://nitter.net/pic/orig/media%2FGB9O664bcAA--4i.jpg","22/12/2023","48","680","3","764"
"123","https://nitter.net/BattleCatsSOL/status/1738395604617744498#m","The Battle Cats will soon awaken in the next 24 hours 🐈‍⬛🐾

Are you prepared to maintain the balance between light and shadow in Panthera 🐈‍⬛

Next tweet will contain mint link to secure a Battle Cat 🐾

Turn Notifications on 🔔

#stealthmint #NFTGiveaways #NFT #nftart","https://nitter.net/pic/orig/media%2FGB_y1V6XoAAH9lE.jpg","23/12/2023","44","42","1","46"
"124","https://nitter.net/Bold_Awards/status/1738401613381800434#m","Unleash your innovation superpowers! #BOLDAwards is back for the 5th edition, and we want YOUR groundbreaking projects in the spotlight. 🚀 Nominate today and let the world see your innovation prowess! bold-awards.com 💡 #BOLDAwards #beBOLD #BOLD5 #NFT","https://nitter.net/pic/orig/media%2FGCALDgsWwAA5GMz.jpg","23/12/2023","","","",""
"125","https://nitter.net/MyWeb3Pass/status/1737829893487079891#m","🔔🔔🔔Wow 🥳🥳🥳
A new way to Grab #NFT & Win #Token Reward
#FCFC First Come First Claim
#Tag your friends & hurry up ! 
myweb3pass.com/en/tasks/6583…","","21/12/2023","3","361","364","365"
"126","https://nitter.net/LuisaV46/status/1738401556741931414#m","¡Me encanta el estilo de dibujo en ""Labios de pistola""! ¡Es precioso! Y el diseño de los personajes es increíble. ¡Lo recomiendo un montón!
 
#nft #Japanbooks #originalart

m.bilibilicomics.com/share/r…","https://nitter.net/pic/orig/media%2FGCALALGWsAAkkXy.jpg","23/12/2023","","","",""
"127","https://nitter.net/wangtaizi11/status/1738401551641907430#m","#NFT #CommunitynEarn #NFTcommunity #AnotherWorld #Metaverse #KEI @ANOTHERworldgm","https://nitter.net/pic/orig/media%2FGB3Dcd3aUAASyvV.jpg","23/12/2023","","","",""
"128","https://nitter.net/ai_kanji/status/1738401542259253514#m","No.28

Its writing process and original AI-generated image are on Instagram.
#calligraphy #illustration #kanji #aiart #nft #書道 #Polygon #MATIC 
instagram.com/p/C1KjtvRPbQd/","https://nitter.net/pic/orig/media%2FGB-NxnzbMAIK1us.jpg","23/12/2023","","","","1"
"129","https://nitter.net/AdaMonsterz/status/1738245538380984581#m","📢4x Holiday #NFTGiveaway
Spreading some Holidays JOY with our friends!

🎁Prizes: 4x #CNFTs
🏆 1 Winner takes it all!

Rules:
1⃣ FOLLOW
@AdaMonsterz @CryptoRaggies 
@cardastacks @LurkersCNFT 
2⃣ ♥️+ RT
3⃣ TAG FRIENDS

✨WINNER Selection Dec 26

#CNFTCommunity #NFT #cardanofeed","","22/12/2023","100","124","2","127"
"130","https://nitter.net/CheerFriendsNFT/status/1738401541911101894#m","""Among 9,000 CheerFriends, eighteen percent proudly wear victory rings, igniting a fascinating transformation. The concept of 'variants' emerged from this fusion of cheer energy and rings, while those with multiple rings ascended as legendary super-genetics!""
#nft #eth","https://nitter.net/pic/orig/media%2FGB9nrWhW4AAknl0.jpg","23/12/2023","","","",""
"131","https://nitter.net/Curionic/status/1738400203152015560#m","Gotta get in on this 

#giveaway #solana $SOL #NFT","","23/12/2023","2","3","","5"
"132","https://nitter.net/NFTsRadar/status/1738089112987705646#m","🥳 Solana Giveaway 🎉

  1 $SOL ( 100$ ) 
  1 Winners 🏆

 Follow @NFTsRadar
 Like Retweet
 Tag 1 Friend (24h ⏰)
 #Solana #Sol #Airdrop #NFT #solmap #SolanaCommunity","https://nitter.net/pic/orig/media%2FGB7u1l0WYAAjdZI.jpg","22/12/2023","883","1,089","6","1,033"
"133","https://nitter.net/HYCO_Official/status/1736612889879028032#m","< Snow Globe FREE NFT >

🗓Date : Dec.18 14:00  ~ Dec.24 20:00 (KST)

💰Mint your FREE NFT and mine CUBICs now!
app.questn.com/quest/8508713…

🔑Get the 'Key Role' on Zealy, and open your NFT to get up to 1,000,000 CUBICs at 12/28.
zealy.io/c/hypercomic/questb…

#NFT #Web3 #Mining #P2E #Webtoon #Manwha","https://nitter.net/pic/orig/media%2FGBmmEr7a8AAChmf.png","18/12/2023","29","909","2","1,020"
"134","https://nitter.net/William20681691/status/1738401490031570964#m","Check this Link to win more #NFT Reward\ud83d\udc49
Double Quests Double Bonus \ud83d\ude3b\ud83d\ude3b x.com/MyWeb3Pass/status/1737… @LeosTrepi47346 @ArjunKasaarjun5 @Joynalabdin1853","","23/12/2023","1","","",""
"135","https://nitter.net/DDooley30568/status/1738401485040292142#m","Check this Link to win more #NFT Reward\ud83d\udc49
Double Quests Double Bonus \ud83d\ude3b\ud83d\ude3b x.com/MyWeb3Pass/status/1737… @NngcMnh22956032 @RhondaThom78942 @CaxtonCaqy","","23/12/2023","","","",""
"136","https://nitter.net/quleWindATH/status/1738401480858599840#m","@RepRobertGarcia 
@retroactvemind 
@PedroArlos007 

#PiraFinance #NFT #Staking","","23/12/2023","","","",""
"137","https://nitter.net/MatriarchsCNFT/status/1738398808667795771#m","GM!☕️🌤 

Experience a stylish style with Matriarch Reagan!😉🤩❤️

Have a wonderful weekend and keep warm! 🧤🧣

#tshirt #totebag #style #Christmasgifts #giftidea #WomenEmpowerment #CNFT #NFT","","23/12/2023","1","2","","4"
"138","https://nitter.net/NFT_Producer030/status/1738386193501622631#m","Largest Purchase Contest 🚀

🏆 Win a unique #OceanChest #NFT (there are only 12 left👀), which will pay out monthly income forever. 

📈 Buy the most $OFU / $eOFU and stay at the top for a full day!

⏳ The countdown restarts when someone makes a larger purchase.

#OceanFund $OFU #100xgem 🌊
Join: t.me/OceanFundeth 🌊","https://nitter.net/pic/orig/media%2FGB_9BsLakAAYEfs.jpg","23/12/2023","23","75","1","100"
"139","https://nitter.net/ApocalypseFndn/status/1738401458159288803#m","I am claiming my free WAX tokens from @_bitcoiner's zesty faucet! ⚡

@_bitcoiner unlock me b5b4f90d-bdd6-4515-a086-2ac44ad55080

#WAX #NFT $WAXP","https://nitter.net/pic/orig/media%2FFGLX9-SVUAMntkm.jpg","23/12/2023","","","",""
"140","https://nitter.net/amfiteatrov_r/status/1738401425242087707#m","Check this Link to win more #NFT Reward\ud83d\udc49
Double Quests Double Bonus \ud83d\ude3b\ud83d\ude3b x.com/MyWeb3Pass/status/1737… @dntftggl @HammedWasi29159 @Dyybeeone","","23/12/2023","1","","",""
"141","https://nitter.net/VAssonov/status/1738401408280334463#m","Check this Link to win more #NFT Reward\ud83d\udc49
Double Quests Double Bonus \ud83d\ude3b\ud83d\ude3b x.com/MyWeb3Pass/status/1737… @BaskarVins55006 @junweitaiwan @Yalin1097454943","","23/12/2023","","","",""
