"id","urlTweet","contentTweet","tweetDate","commentTweet","reTweet","quoteTweet","heartTweet"
"80","https://nitter.net/haningwaslost/status/1735217066960179270#m","OMG🚨 3rd Bid was came !🤯
Ahhhhhhh!!!  I suddenly knew who's the bidder when I saw the amout🫡

@BuyOnTheDip_ just outbid @lightyshut 😳
Thank you @RizwanNft to started the auction too!!

15 hr left⏰
Current bid 0.0605069069xxxxx

🔗⬇️

#NFT #nftart","Dec 14, 2023 · 8:36 AM UTC","87","75","3","192"
"81","https://nitter.net/BaseMiniBot/status/1735645257466019959#m","To celebrate Partnership between
@Gem_titan09 x @BaseMiniBot
⭐️WL & NFTS GIVEAWAY⭐️
10x WL SPOTS From @BaseMiniBot
& 1x nft from @Gem_titan09
Follow @Gem_titan09 & @baseminibot 
RT & Like
Tag 3 friends
Submit Address

#Giveaways #NFTs #base #nft #FreeMint","Dec 15, 2023 · 12:57 PM UTC","1","2","","5"
"82","https://nitter.net/StepIn2MyTrap/status/1735214462561350082#m","My reaction to @VendXNFT  starting the new Zealy contest. 🤣
Let the grind begin!
#NFT","Dec 14, 2023 · 8:25 AM UTC","2","10","","13"
"83","https://nitter.net/YoungDoodles_/status/1735710960810115111#m","Young Doodles Christmas🎄

🎁We are giving away 2000 Hbars🎁
10 Winners - 200Hbars each one🎁

Follow @YoungDoodles_
❤️+ RT + tag Friends #youngdoodles

Ends on December 25⌛️
#nft #hederanfts #HederaHeatWave #Hedera","Dec 15, 2023 · 5:18 PM UTC","15","21","","22"
"84","https://nitter.net/Montreal_AI/status/1735712823127179739#m","[ C R Y P T O  A I  A R T ]

The ""Crypto AI Art"" Collection could be the ""CryptoPunks"" of the #AIArt era

MONTREAL.AI: Opening the Doors to the #CryptoAIArt Movement

Crypto AI Art #570
opensea.io/assets/ethereum/0…

Price : PRICELESS

#MontrealAI #NFT #NFTs #NFTCommunity","Dec 15, 2023 · 5:25 PM UTC","","","1","1"
"85","https://nitter.net/pepezk_com/status/1731982097626153233#m","New art 
Race - kids.
Cute little ones, but they can eat a whole cow!
😊😊😊🍭🍭🍭 
#pepezk #meme #pepe #zksyncEra #NFTS #NFTCommunity #nft","Dec 5, 2023 · 10:21 AM UTC","2,063","2,982","58","3,152"
"86","https://nitter.net/ToroBoro666/status/1735658658858508717#m","🖤Young tax collector
 1/1 :price 36.66 #tezos #nft    
    Available on : #objktcom objkt.com/asset/hicetnunc/84…","Dec 15, 2023 · 1:50 PM UTC","1","1","",""
"87","https://nitter.net/decibling/status/1697580068682543303#m","Decibling Auction Master Season 2, Day 1 📢

Song: Sympathy For The Devil

This auction will end in 24 hours. Come and place your bid now for a chance to own this cool #NFT. 🤩

#DeciblingTestnet #Decibling $FROY","Sep 1, 2023 · 12:00 PM UTC","6","121","","131"
"88","https://nitter.net/NXTLC_/status/1735201252689039490#m","The avg @VendXNFT holder next year cause they were smart and bought the new #NFT","Dec 14, 2023 · 7:33 AM UTC","5","11","","18"
"89","https://nitter.net/StepIn2MyTrap/status/1735214462561350082#m","My reaction to @VendXNFT  starting the new Zealy contest. 🤣
Let the grind begin!
#NFT","Dec 14, 2023 · 8:25 AM UTC","2","10","","13"
"90","https://nitter.net/EvilKongsNFTs/status/1732785421157871930#m","🎅🏻Happy Evil Christmas - All Evil Kongs Collections with 30% OFF🔥

🌐Mint Now: evilkongs.xyz

✅20 $USDT Giveaway:
app.questn.com/quest/8467345…

👉+1000 USDT Giveaways for Holders + Staking (Evil Kongs Collections).
#NFT #NFTGiveaways #NFTCommunity #NFTdrops #Ethereum #Arbitrum #PolygonNFTs #BNB #Binance #ETH #Bitcoin #BTC #Web3","Dec 7, 2023 · 3:33 PM UTC","463","972","846","323"
"91","https://nitter.net/Smith_Cypher/status/1735406146104770999#m","These are the vibes, BTC and Chia will always bonk Ethereum. 

True decentralization and core primitives will beat centralized smart contracts in the coming years. 

#Chia #XCH #BTC #Crypto #NFT","Dec 14, 2023 · 9:07 PM UTC","16","18","1","49"
"92","https://nitter.net/ghostmarketio/status/1730919858320134327#m","Phantasma Tribute, by @glauberbnunes 

Edition 1/1 | On Sale for 99 $SOUL

Minted on @phantasmachain 

Collect it on GhostMarket: gmio.info/phantasmatribute

#GhostMarket #GM #NFT #NFTart #NFTartist","Dec 2, 2023 · 12:00 PM UTC","6","7","","26"
"93","https://nitter.net/ArteyVision/status/1735712702599659569#m","I've just created ""Cat TV"" collectible! rarible.com/token/0xc9154424… #rarible via @rarible #NFTCommunity #NFTs #nft","Dec 15, 2023 · 5:25 PM UTC","","","","1"
"94","https://nitter.net/milesnation94/status/1735712694869631161#m","🎁 Giveaway 🎁

🏆10x wl @Inj_pixeldog

To Enter:
1️⃣ Follow @Inj_pixeldog × @milesnation94 
2️⃣ RT & ❤️
3️⃣ Tag 3 friends
4️⃣ Turn on Notification 🔔
5️⃣ Join discord 
6️⃣ Drop screenshot 

discord.gg/xBTAUU2Q

24 hours
  #NFT #INJ #InjectiveNFT","Dec 15, 2023 · 5:25 PM UTC","1","1","","4"
"95","https://nitter.net/BabyDogeCoin/status/1732455656404156622#m","🌟Big News #BabyDogeArmy ! In 3 hours, the #BabyDogeAI image generator and NFT minter launches on #Ethereum chain 🐶✨

👾Create your own AI-generated #BabyDoge art !
🖼️Instantly mint your masterpiece as an #NFT !
🎨Dive into the digital art world with your creations !
🔗Experience seamless transactions on the reliable Ethereum chain using 0% transfer fees with minting with Baby Doge on ETH.","Dec 6, 2023 · 5:43 PM UTC","126","616","5","1,898"
"96","https://nitter.net/Yuri81681740/status/1735712659356459471#m","All is here, nothing to add

#NFT #Mint #Mint_Blockchain","Dec 15, 2023 · 5:25 PM UTC","","","","2"
"97","https://nitter.net/BabyDogeCoin/status/1733456524494676246#m","#BabyDogeAI is a platform where users can create artwork with a prompt like: ""colorful painting of BabyDoge businessman, castle background, cyberpunk style, trending on artstation"" and mint them as an #NFT on either #BNBChain and #ETH Generate yours now at BabyDogeSwap.com/Ai","Dec 9, 2023 · 12:00 PM UTC","141","544","2","2,111"
"98","https://nitter.net/Monaco76_Yt/status/1735655198272401605#m","J15 🎄🎅🏻 speed Giveaway #sorare ! 
Conditions : 

- Retweet + Follow 
- Follow ma chaîne Tiktok qui sera mon nouveau projet sorare 2024  : vm.tiktok.com/ZGeLWST8Q/ 
 
Tirage ce soir ! 🎁

Good Luck 🍀

#calendrierdelavent #giveaway #nft #NFTGiveaway #sorare","Dec 15, 2023 · 1:37 PM UTC","16","109","","88"
"99","https://nitter.net/qtum/status/1735706283792380394#m","#Qtum's combination of features, including ordinals, #NFT support, offline staking, and compatibility with major #blockchain protocols, positions it as a versatile and scalable blockchain platform focusing on security and decentralization.","Dec 15, 2023 · 5:00 PM UTC","3","1","1","9"
"100","https://nitter.net/XtrangeArtist/status/1735712561662664799#m","GM #nft family and friends! How is everybody today? The last day of the week! Are you ready for this weekend? We are here to stay, to learn from each other and to grow together. Let's keep on fighting for our goals. We can do it. I stand by you 🙏✊🔥","Dec 15, 2023 · 5:24 PM UTC","4","1","","8"
